scenario,beta_hat
Exogenous treatment,1.0359026489319274
Exogenous treatment,1.0265317194328856
Exogenous treatment,0.9962031002404468
Exogenous treatment,0.9761396454729299
Exogenous treatment,1.0162683683746647
Exogenous treatment,0.957766833829547
Exogenous treatment,0.984854950347045
Exogenous treatment,1.002383384340801
Exogenous treatment,1.0365335171977113
Exogenous treatment,1.009225202358474
Exogenous treatment,1.015330492817715
Exogenous treatment,0.9896761322697872
Exogenous treatment,0.9862960867893631
Exogenous treatment,0.9810632919226963
Exogenous treatment,1.0326879957995045
Exogenous treatment,1.0176222061910039
Exogenous treatment,1.01854804041426
Exogenous treatment,1.0254846403557445
Exogenous treatment,0.9889568549378734
Exogenous treatment,1.0003051495985034
Exogenous treatment,1.0055848948284472
Exogenous treatment,1.0192190982567628
Exogenous treatment,0.9734095502170421
Exogenous treatment,1.0160559551811397
Exogenous treatment,1.0128651229640258
Exogenous treatment,0.9692267002145981
Exogenous treatment,1.0049968930637074
Exogenous treatment,0.9692884398293949
Exogenous treatment,1.0442000952315467
Exogenous treatment,1.0043168110289926
Exogenous treatment,1.023372533537723
Exogenous treatment,1.0077798381261762
Exogenous treatment,1.0052638055498822
Exogenous treatment,1.0131747900456327
Exogenous treatment,0.9990130435327413
Exogenous treatment,1.0113393413193474
Exogenous treatment,1.0250081358885794
Exogenous treatment,1.018851177593167
Exogenous treatment,0.9881681164660859
Exogenous treatment,0.9787342821720857
Exogenous treatment,1.0338969609451287
Exogenous treatment,1.043603583113544
Exogenous treatment,1.0226306375883603
Exogenous treatment,0.9859753996339792
Exogenous treatment,1.0140440676775577
Exogenous treatment,1.0220352086956437
Exogenous treatment,1.044943810486894
Exogenous treatment,1.009403260489211
Exogenous treatment,1.0264566863919236
Exogenous treatment,0.9748594481593371
Exogenous treatment,1.0304275688662812
Exogenous treatment,1.0066724410932442
Exogenous treatment,1.0019559397980595
Exogenous treatment,0.9745834010629554
Exogenous treatment,0.9877713941111111
Exogenous treatment,0.9691387145897261
Exogenous treatment,1.0179879409367891
Exogenous treatment,1.0281444271478708
Exogenous treatment,0.9770350018951883
Exogenous treatment,0.9865009756513771
Exogenous treatment,0.9983436724495214
Exogenous treatment,0.9782799218759664
Exogenous treatment,1.0028550100466997
Exogenous treatment,1.0094127574258513
Exogenous treatment,1.0031685038553286
Exogenous treatment,1.0141105775515524
Exogenous treatment,0.9801588491626712
Exogenous treatment,1.011020407054521
Exogenous treatment,1.001052367870391
Exogenous treatment,1.0069802920524484
Exogenous treatment,1.0383579068691107
Exogenous treatment,1.0000287878459189
Exogenous treatment,1.0437657999930112
Exogenous treatment,0.9917205406411926
Exogenous treatment,0.9639357189583544
Exogenous treatment,1.0073669711213848
Exogenous treatment,0.9946249481363552
Exogenous treatment,0.9815430005574839
Exogenous treatment,1.0208070545134982
Exogenous treatment,0.968272206120037
Exogenous treatment,0.9918406284110932
Exogenous treatment,1.0042528313489567
Exogenous treatment,1.00646973230552
Exogenous treatment,1.0391277733952213
Exogenous treatment,1.0029688354733688
Exogenous treatment,1.0263876309659603
Exogenous treatment,1.0178936102068463
Exogenous treatment,1.0128473780936273
Exogenous treatment,1.0070449210908379
Exogenous treatment,0.9857607442592363
Exogenous treatment,0.9836645348506502
Exogenous treatment,0.9763141060387551
Exogenous treatment,0.9854843160127329
Exogenous treatment,1.005867555063928
Exogenous treatment,0.9873548658780517
Exogenous treatment,0.9865293939981572
Exogenous treatment,1.0070206639503325
Exogenous treatment,0.9698352151288891
Exogenous treatment,0.9701751594655206
Exogenous treatment,0.9652341665213608
Exogenous treatment,0.9642364825053065
Exogenous treatment,0.9674056156810428
Exogenous treatment,0.9955062017705263
Exogenous treatment,1.0392486255008286
Exogenous treatment,1.0004782043534202
Exogenous treatment,1.0024718800976888
Exogenous treatment,1.012052234633517
Exogenous treatment,1.0316255711136735
Exogenous treatment,0.9827934618787537
Exogenous treatment,1.0180794246215696
Exogenous treatment,1.0385250565465551
Exogenous treatment,1.022088022914913
Exogenous treatment,0.9709067324642485
Exogenous treatment,1.007341770718265
Exogenous treatment,0.9781373018284643
Exogenous treatment,0.9659718005805438
Exogenous treatment,1.0395040858402471
Exogenous treatment,0.9580862303057625
Exogenous treatment,1.009929467261785
Exogenous treatment,1.00721956570825
Exogenous treatment,0.9987542531068586
Exogenous treatment,0.9761333613226307
Exogenous treatment,1.027005540874691
Exogenous treatment,0.9993658268780448
Exogenous treatment,1.0273268963244866
Exogenous treatment,1.0007835544406491
Exogenous treatment,0.950630869788967
Exogenous treatment,1.0066720322202838
Exogenous treatment,1.0302781458495691
Exogenous treatment,0.9868481093351085
Exogenous treatment,1.0250322357668866
Exogenous treatment,1.012455357850612
Exogenous treatment,1.0378987659430141
Exogenous treatment,0.9725152238926579
Exogenous treatment,0.9941479731567028
Exogenous treatment,1.0068676952066573
Exogenous treatment,0.9813801109256957
Exogenous treatment,0.9921302021256435
Exogenous treatment,1.0000950100782835
Exogenous treatment,1.0030220185219667
Exogenous treatment,1.001245601948555
Exogenous treatment,0.9701021437176055
Exogenous treatment,0.98305852002971
Exogenous treatment,0.9277370247338248
Exogenous treatment,1.0175931633259112
Exogenous treatment,1.0006935660171772
Exogenous treatment,1.0197507396035257
Exogenous treatment,1.018728273202608
Exogenous treatment,0.9980507109101362
Exogenous treatment,1.0045489695028047
Exogenous treatment,0.9669446820674498
Exogenous treatment,0.9751855116638954
Exogenous treatment,1.0218756488146918
Exogenous treatment,0.9766135409549941
Exogenous treatment,1.0335479579010025
Exogenous treatment,0.9891038882510553
Exogenous treatment,1.005556453587321
Exogenous treatment,0.977816117392901
Exogenous treatment,0.9359718734003537
Exogenous treatment,1.0192810897582611
Exogenous treatment,0.9996665318649287
Exogenous treatment,1.0070619502711902
Exogenous treatment,1.0295993751323014
Exogenous treatment,0.9533930840178012
Exogenous treatment,1.0371697219279163
Exogenous treatment,1.0190631888027604
Exogenous treatment,1.0269910416414216
Exogenous treatment,1.0090952573286929
Exogenous treatment,0.9299423388407404
Exogenous treatment,1.0348838140791976
Exogenous treatment,0.9963872711003239
Exogenous treatment,0.9768593445520082
Exogenous treatment,0.9864316786335359
Exogenous treatment,1.0308959969693137
Exogenous treatment,1.0259960816328462
Exogenous treatment,1.012331010396373
Exogenous treatment,1.0217549494902476
Exogenous treatment,0.983626068297077
Exogenous treatment,0.988529903575088
Exogenous treatment,0.9583898151953528
Exogenous treatment,1.018660719360245
Exogenous treatment,0.9854962391150767
Exogenous treatment,1.019305718845211
Exogenous treatment,0.968322184260195
Exogenous treatment,1.0125092846500077
Exogenous treatment,1.0017596888642988
Exogenous treatment,0.9827789705201326
Exogenous treatment,0.9996446896461073
Exogenous treatment,1.04214435553162
Exogenous treatment,1.029050287530219
Exogenous treatment,0.9569333437620736
Exogenous treatment,0.99413397488189
Exogenous treatment,1.0032685268437707
Exogenous treatment,0.9398060955298547
Exogenous treatment,0.9696971977428714
Exogenous treatment,1.0296208917108454
Exogenous treatment,1.0086592639266923
Exogenous treatment,0.9834472219353776
Exogenous treatment,0.9579967214100529
Exogenous treatment,0.9691231317172273
Exogenous treatment,0.993063193722612
Exogenous treatment,0.9608959649171986
Exogenous treatment,0.969873925922043
Exogenous treatment,1.0382448942828706
Exogenous treatment,1.0281789285973395
Exogenous treatment,0.9840355998776634
Exogenous treatment,0.982827155264625
Exogenous treatment,1.0214784082182538
Exogenous treatment,1.0331326962374034
Exogenous treatment,1.0010032658659866
Exogenous treatment,1.0087885687362075
Exogenous treatment,1.0865936777699539
Exogenous treatment,1.0088737486602113
Exogenous treatment,0.9654748585283853
Exogenous treatment,1.0567310903039782
Exogenous treatment,1.0022606786908426
Exogenous treatment,0.9948489984873421
Exogenous treatment,0.9717554833089749
Exogenous treatment,1.0469500338585098
Exogenous treatment,0.970179011662886
Exogenous treatment,0.9844722211954251
Exogenous treatment,1.0033594878330165
Exogenous treatment,0.99310368326838
Exogenous treatment,1.0281691848774022
Exogenous treatment,0.9906564768324119
Exogenous treatment,0.9644226131754827
Exogenous treatment,1.0056130678930322
Exogenous treatment,1.025703144772706
Exogenous treatment,1.01058166916068
Exogenous treatment,1.0162223229333456
Exogenous treatment,1.0405062916961367
Exogenous treatment,1.0203302526641755
Exogenous treatment,1.0063496595922898
Exogenous treatment,1.0043068958162222
Exogenous treatment,1.023436698225813
Exogenous treatment,1.0016675990115804
Exogenous treatment,0.9787579380660578
Exogenous treatment,1.0271750506336639
Exogenous treatment,0.972885619557181
Exogenous treatment,1.0392820873561577
Exogenous treatment,1.0432771882907754
Exogenous treatment,1.0152157697682789
Exogenous treatment,1.0025000663016834
Exogenous treatment,1.0092928608655487
Exogenous treatment,0.9990798503155547
Exogenous treatment,0.9898873529219494
Exogenous treatment,1.023116371295727
Exogenous treatment,0.9847360521636934
Exogenous treatment,0.981963755514981
Exogenous treatment,1.0390811800937414
Exogenous treatment,0.9824718641055411
Exogenous treatment,1.0015289292627632
Exogenous treatment,0.9563432066739959
Exogenous treatment,0.9665256477671237
Exogenous treatment,0.9937570459558087
Exogenous treatment,0.9969897810613468
Exogenous treatment,1.0246226111203898
Exogenous treatment,1.0018743028003714
Exogenous treatment,0.9707395658867086
Exogenous treatment,0.9917833438944056
Exogenous treatment,1.0259281785666299
Exogenous treatment,1.0010483057117623
Exogenous treatment,1.0159567627830552
Exogenous treatment,0.9513074995581665
Exogenous treatment,1.0222701829618897
Exogenous treatment,0.9947139072121741
Exogenous treatment,1.007436664913272
Exogenous treatment,0.9784341874184282
Exogenous treatment,0.9976256849817248
Exogenous treatment,0.9832140878666107
Exogenous treatment,0.9643428945202303
Exogenous treatment,1.063554422326308
Exogenous treatment,1.00736006969349
Exogenous treatment,1.0157621252341595
Exogenous treatment,1.0022003425265695
Exogenous treatment,0.9673960154444279
Exogenous treatment,1.0050814048798278
Exogenous treatment,0.9885390233387925
Exogenous treatment,0.9872453088692414
Exogenous treatment,0.9904861967874216
Exogenous treatment,0.9955768071812154
Exogenous treatment,0.9850700774625474
Exogenous treatment,0.963856198157947
Exogenous treatment,1.000962746964144
Exogenous treatment,0.9869499169624434
Exogenous treatment,0.9725694234337252
Exogenous treatment,1.0193173945214005
Exogenous treatment,1.0347408701646925
Exogenous treatment,1.016929478154454
Exogenous treatment,0.9870185601867568
Exogenous treatment,1.007724929126819
Exogenous treatment,1.001613647994936
Exogenous treatment,0.9640024692441458
Exogenous treatment,0.9931901112830928
Exogenous treatment,0.9745557690813171
Exogenous treatment,1.005619746165244
Exogenous treatment,1.0017926450212844
Exogenous treatment,0.9811973894586918
Exogenous treatment,1.0006822296670028
Exogenous treatment,1.0225955126644188
Exogenous treatment,1.0514229405639712
Exogenous treatment,0.9928935405471245
Exogenous treatment,1.0434761647827515
Exogenous treatment,1.0110723144287972
Exogenous treatment,0.998947316477953
Exogenous treatment,1.007046568010636
Exogenous treatment,0.9906672009319566
Exogenous treatment,0.9959098157132283
Exogenous treatment,0.9829279545809326
Exogenous treatment,0.9824989371887173
Exogenous treatment,1.0314950791266435
Exogenous treatment,0.9863821727525023
Exogenous treatment,1.0403559167482743
