,iso2_code,language,year_quarter,unique_id,num_pushers,year,quarter,gpt_available,population,num_pushers_pc,post1,post2,gpt_available_post1,gpt_available_post2,Treatment
5314,CU,Ruby,2020-Q2,CU-Ruby,0.0,2020,2,0,11210064,0.0,0,0,0,0,0
5315,CU,Ruby,2020-Q3,CU-Ruby,0.0,2020,3,0,11210064,0.0,0,0,0,0,0
5316,CU,Ruby,2020-Q4,CU-Ruby,0.0,2020,4,0,11210064,0.0,0,0,0,0,0
5317,CU,Ruby,2021-Q1,CU-Ruby,0.0,2021,5,0,11210064,0.0,0,0,0,0,0
5318,CU,Ruby,2021-Q2,CU-Ruby,0.0,2021,6,0,11210064,0.0,0,0,0,0,0
5319,CU,Ruby,2021-Q3,CU-Ruby,0.0,2021,7,0,11210064,0.0,0,0,0,0,0
5320,CU,Ruby,2021-Q4,CU-Ruby,0.0,2021,8,0,11210064,0.0,0,0,0,0,0
5321,CU,Ruby,2022-Q1,CU-Ruby,0.0,2022,9,0,11210064,0.0,0,0,0,0,0
5322,CU,Ruby,2022-Q2,CU-Ruby,0.0,2022,10,0,11210064,0.0,0,0,0,0,0
5323,CU,Ruby,2022-Q3,CU-Ruby,0.0,2022,11,0,11210064,0.0,0,0,0,0,0
5324,CU,Ruby,2022-Q4,CU-Ruby,0.0,2022,12,0,11210064,0.0,1,0,0,0,0
5325,CU,Ruby,2023-Q1,CU-Ruby,0.0,2023,13,0,11210064,0.0,1,1,0,0,0
5326,CU,Ruby,2023-Q2,CU-Ruby,0.0,2023,14,0,11210064,0.0,1,1,0,0,0
5327,CU,Ruby,2023-Q3,CU-Ruby,0.0,2023,15,0,11210064,0.0,1,1,0,0,0
5328,CU,Ruby,2023-Q4,CU-Ruby,0.0,2023,16,0,11210064,0.0,1,1,0,0,0
5334,CU,PHP,2020-Q1,CU-PHP,0.0,2020,1,0,11210064,0.0,0,0,0,0,0
5335,CU,PHP,2020-Q2,CU-PHP,111.0,2020,2,0,11210064,0.9901816796050407,0,0,0,0,0
5336,CU,PHP,2020-Q3,CU-PHP,0.0,2020,3,0,11210064,0.0,0,0,0,0,0
5337,CU,PHP,2020-Q4,CU-PHP,112.0,2020,4,0,11210064,0.999102235277158,0,0,0,0,0
5338,CU,PHP,2021-Q1,CU-PHP,127.0,2021,5,0,11210064,1.1329105703589204,0,0,0,0,0
5339,CU,PHP,2021-Q2,CU-PHP,131.0,2021,6,0,11210064,1.1685927930473903,0,0,0,0,0
5340,CU,PHP,2021-Q3,CU-PHP,123.0,2021,7,0,11210064,1.0972283476704503,0,0,0,0,0
5341,CU,PHP,2021-Q4,CU-PHP,123.0,2021,8,0,11210064,1.0972283476704503,0,0,0,0,0
5342,CU,PHP,2022-Q1,CU-PHP,131.0,2022,9,0,11210064,1.1685927930473903,0,0,0,0,0
5343,CU,PHP,2022-Q2,CU-PHP,125.0,2022,10,0,11210064,1.1150694590146852,0,0,0,0,0
5344,CU,PHP,2022-Q3,CU-PHP,123.0,2022,11,0,11210064,1.0972283476704503,0,0,0,0,0
5345,CU,PHP,2022-Q4,CU-PHP,150.0,2022,12,0,11210064,1.3380833508176224,1,0,0,0,0
5346,CU,PHP,2023-Q1,CU-PHP,109.0,2023,13,0,11210064,0.9723405682608056,1,1,0,0,0
5347,CU,PHP,2023-Q2,CU-PHP,137.0,2023,14,0,11210064,1.2221161270800953,1,1,0,0,0
5348,CU,PHP,2023-Q3,CU-PHP,123.0,2023,15,0,11210064,1.0972283476704503,1,1,0,0,0
5349,CU,PHP,2023-Q4,CU-PHP,147.0,2023,16,0,11210064,1.31132168380127,1,1,0,0,0
5355,CU,TypeScript,2020-Q1,CU-TypeScript,0.0,2020,1,0,11210064,0.0,0,0,0,0,0
5356,CU,TypeScript,2020-Q2,CU-TypeScript,0.0,2020,2,0,11210064,0.0,0,0,0,0,0
5357,CU,TypeScript,2020-Q3,CU-TypeScript,117.0,2020,3,0,11210064,1.0437050136377455,0,0,0,0,0
5358,CU,TypeScript,2020-Q4,CU-TypeScript,106.0,2020,4,0,11210064,0.9455789012444532,0,0,0,0,0
5359,CU,TypeScript,2021-Q1,CU-TypeScript,151.0,2021,5,0,11210064,1.3470039064897399,0,0,0,0,0
5360,CU,TypeScript,2021-Q2,CU-TypeScript,178.0,2021,6,0,11210064,1.587858909636912,0,0,0,0,0
5361,CU,TypeScript,2021-Q3,CU-TypeScript,178.0,2021,7,0,11210064,1.587858909636912,0,0,0,0,0
5362,CU,TypeScript,2021-Q4,CU-TypeScript,177.0,2021,8,0,11210064,1.5789383539647945,0,0,0,0,0
5363,CU,TypeScript,2022-Q1,CU-TypeScript,203.0,2022,9,0,11210064,1.8108728014398492,0,0,0,0,0
5364,CU,TypeScript,2022-Q2,CU-TypeScript,222.0,2022,10,0,11210064,1.9803633592100813,0,0,0,0,0
5365,CU,TypeScript,2022-Q3,CU-TypeScript,245.0,2022,11,0,11210064,2.1855361396687836,0,0,0,0,0
5366,CU,TypeScript,2022-Q4,CU-TypeScript,264.0,2022,12,0,11210064,2.3550266974390155,1,0,0,0,0
5367,CU,TypeScript,2023-Q1,CU-TypeScript,297.0,2023,13,0,11210064,2.6494050346188924,1,1,0,0,0
5368,CU,TypeScript,2023-Q2,CU-TypeScript,281.0,2023,14,0,11210064,2.506676143865013,1,1,0,0,0
5369,CU,TypeScript,2023-Q3,CU-TypeScript,316.0,2023,15,0,11210064,2.818895592389125,1,1,0,0,0
5370,CU,TypeScript,2023-Q4,CU-TypeScript,333.0,2023,16,0,11210064,2.9705450388151218,1,1,0,0,0
5376,CU,C#,2020-Q1,CU-C#,0.0,2020,1,0,11210064,0.0,0,0,0,0,0
5377,CU,C#,2020-Q2,CU-C#,0.0,2020,2,0,11210064,0.0,0,0,0,0,0
5378,CU,C#,2020-Q3,CU-C#,0.0,2020,3,0,11210064,0.0,0,0,0,0,0
5379,CU,C#,2020-Q4,CU-C#,0.0,2020,4,0,11210064,0.0,0,0,0,0,0
5380,CU,C#,2021-Q1,CU-C#,106.0,2021,5,0,11210064,0.9455789012444532,0,0,0,0,0
5381,CU,C#,2021-Q2,CU-C#,126.0,2021,6,0,11210064,1.123990014686803,0,0,0,0,0
5382,CU,C#,2021-Q3,CU-C#,0.0,2021,7,0,11210064,0.0,0,0,0,0,0
5383,CU,C#,2021-Q4,CU-C#,108.0,2021,8,0,11210064,0.9634200125886881,0,0,0,0,0
5384,CU,C#,2022-Q1,CU-C#,124.0,2022,9,0,11210064,1.106148903342568,0,0,0,0,0
5385,CU,C#,2022-Q2,CU-C#,157.0,2022,10,0,11210064,1.4005272405224447,0,0,0,0,0
5386,CU,C#,2022-Q3,CU-C#,174.0,2022,11,0,11210064,1.5521766869484421,0,0,0,0,0
5387,CU,C#,2022-Q4,CU-C#,171.0,2022,12,0,11210064,1.5254150199320897,1,0,0,0,0
5388,CU,C#,2023-Q1,CU-C#,157.0,2023,13,0,11210064,1.4005272405224447,1,1,0,0,0
5389,CU,C#,2023-Q2,CU-C#,203.0,2023,14,0,11210064,1.8108728014398492,1,1,0,0,0
5390,CU,C#,2023-Q3,CU-C#,201.0,2023,15,0,11210064,1.793031690095614,1,1,0,0,0
5391,CU,C#,2023-Q4,CU-C#,202.0,2023,16,0,11210064,1.8019522457677315,1,1,0,0,0
5397,CU,C++,2020-Q1,CU-C++,0.0,2020,1,0,11210064,0.0,0,0,0,0,0
5398,CU,C++,2020-Q2,CU-C++,0.0,2020,2,0,11210064,0.0,0,0,0,0,0
5399,CU,C++,2020-Q3,CU-C++,0.0,2020,3,0,11210064,0.0,0,0,0,0,0
5400,CU,C++,2020-Q4,CU-C++,0.0,2020,4,0,11210064,0.0,0,0,0,0,0
5401,CU,C++,2021-Q1,CU-C++,0.0,2021,5,0,11210064,0.0,0,0,0,0,0
5402,CU,C++,2021-Q2,CU-C++,0.0,2021,6,0,11210064,0.0,0,0,0,0,0
5403,CU,C++,2021-Q3,CU-C++,0.0,2021,7,0,11210064,0.0,0,0,0,0,0
5404,CU,C++,2021-Q4,CU-C++,0.0,2021,8,0,11210064,0.0,0,0,0,0,0
5405,CU,C++,2022-Q1,CU-C++,0.0,2022,9,0,11210064,0.0,0,0,0,0,0
5406,CU,C++,2022-Q2,CU-C++,0.0,2022,10,0,11210064,0.0,0,0,0,0,0
5407,CU,C++,2022-Q3,CU-C++,0.0,2022,11,0,11210064,0.0,0,0,0,0,0
5408,CU,C++,2022-Q4,CU-C++,0.0,2022,12,0,11210064,0.0,1,0,0,0,0
5409,CU,C++,2023-Q1,CU-C++,101.0,2023,13,0,11210064,0.9009761228838657,1,1,0,0,0
5410,CU,C++,2023-Q2,CU-C++,0.0,2023,14,0,11210064,0.0,1,1,0,0,0
5411,CU,C++,2023-Q3,CU-C++,0.0,2023,15,0,11210064,0.0,1,1,0,0,0
5412,CU,C++,2023-Q4,CU-C++,0.0,2023,16,0,11210064,0.0,1,1,0,0,0
5418,CU,C,2020-Q1,CU-C,0.0,2020,1,0,11210064,0.0,0,0,0,0,0
5419,CU,C,2020-Q2,CU-C,0.0,2020,2,0,11210064,0.0,0,0,0,0,0
5420,CU,C,2020-Q3,CU-C,0.0,2020,3,0,11210064,0.0,0,0,0,0,0
5421,CU,C,2020-Q4,CU-C,0.0,2020,4,0,11210064,0.0,0,0,0,0,0
5422,CU,C,2021-Q1,CU-C,0.0,2021,5,0,11210064,0.0,0,0,0,0,0
5423,CU,C,2021-Q2,CU-C,0.0,2021,6,0,11210064,0.0,0,0,0,0,0
5424,CU,C,2021-Q3,CU-C,0.0,2021,7,0,11210064,0.0,0,0,0,0,0
5425,CU,C,2021-Q4,CU-C,0.0,2021,8,0,11210064,0.0,0,0,0,0,0
5426,CU,C,2022-Q1,CU-C,109.0,2022,9,0,11210064,0.9723405682608056,0,0,0,0,0
5427,CU,C,2022-Q2,CU-C,0.0,2022,10,0,11210064,0.0,0,0,0,0,0
5428,CU,C,2022-Q3,CU-C,0.0,2022,11,0,11210064,0.0,0,0,0,0,0
5429,CU,C,2022-Q4,CU-C,0.0,2022,12,0,11210064,0.0,1,0,0,0,0
5430,CU,C,2023-Q1,CU-C,0.0,2023,13,0,11210064,0.0,1,1,0,0,0
5431,CU,C,2023-Q2,CU-C,142.0,2023,14,0,11210064,1.2667189054406827,1,1,0,0,0
5432,CU,C,2023-Q3,CU-C,101.0,2023,15,0,11210064,0.9009761228838657,1,1,0,0,0
5433,CU,C,2023-Q4,CU-C,158.0,2023,16,0,11210064,1.4094477961945624,1,1,0,0,0
5439,CU,Go,2020-Q1,CU-Go,0.0,2020,1,0,11210064,0.0,0,0,0,0,0
5440,CU,Go,2020-Q2,CU-Go,0.0,2020,2,0,11210064,0.0,0,0,0,0,0
5441,CU,Go,2020-Q3,CU-Go,0.0,2020,3,0,11210064,0.0,0,0,0,0,0
5442,CU,Go,2020-Q4,CU-Go,0.0,2020,4,0,11210064,0.0,0,0,0,0,0
5443,CU,Go,2021-Q1,CU-Go,0.0,2021,5,0,11210064,0.0,0,0,0,0,0
5444,CU,Go,2021-Q2,CU-Go,0.0,2021,6,0,11210064,0.0,0,0,0,0,0
5445,CU,Go,2021-Q3,CU-Go,0.0,2021,7,0,11210064,0.0,0,0,0,0,0
5446,CU,Go,2021-Q4,CU-Go,0.0,2021,8,0,11210064,0.0,0,0,0,0,0
5447,CU,Go,2022-Q1,CU-Go,0.0,2022,9,0,11210064,0.0,0,0,0,0,0
5448,CU,Go,2022-Q2,CU-Go,0.0,2022,10,0,11210064,0.0,0,0,0,0,0
5449,CU,Go,2022-Q3,CU-Go,0.0,2022,11,0,11210064,0.0,0,0,0,0,0
5450,CU,Go,2022-Q4,CU-Go,0.0,2022,12,0,11210064,0.0,1,0,0,0,0
5451,CU,Go,2023-Q1,CU-Go,0.0,2023,13,0,11210064,0.0,1,1,0,0,0
5452,CU,Go,2023-Q2,CU-Go,0.0,2023,14,0,11210064,0.0,1,1,0,0,0
5453,CU,Go,2023-Q3,CU-Go,0.0,2023,15,0,11210064,0.0,1,1,0,0,0
5454,CU,Go,2023-Q4,CU-Go,0.0,2023,16,0,11210064,0.0,1,1,0,0,0
5460,CY,JavaScript,2020-Q1,CY-JavaScript,372.0,2020,1,1,858000,43.35664335664335,0,0,0,0,0
5461,CY,JavaScript,2020-Q2,CY-JavaScript,462.0,2020,2,1,858000,53.84615384615385,0,0,0,0,0
5462,CY,JavaScript,2020-Q3,CY-JavaScript,472.0,2020,3,1,858000,55.01165501165501,0,0,0,0,0
5463,CY,JavaScript,2020-Q4,CY-JavaScript,440.0,2020,4,1,858000,51.282051282051285,0,0,0,0,0
5464,CY,JavaScript,2021-Q1,CY-JavaScript,525.0,2021,5,1,858000,61.188811188811194,0,0,0,0,0
5465,CY,JavaScript,2021-Q2,CY-JavaScript,550.0,2021,6,1,858000,64.1025641025641,0,0,0,0,0
5466,CY,JavaScript,2021-Q3,CY-JavaScript,537.0,2021,7,1,858000,62.587412587412594,0,0,0,0,0
5467,CY,JavaScript,2021-Q4,CY-JavaScript,632.0,2021,8,1,858000,73.65967365967366,0,0,0,0,0
5468,CY,JavaScript,2022-Q1,CY-JavaScript,806.0,2022,9,1,858000,93.93939393939394,0,0,0,0,0
5469,CY,JavaScript,2022-Q2,CY-JavaScript,1011.0,2022,10,1,858000,117.83216783216783,0,0,0,0,0
5470,CY,JavaScript,2022-Q3,CY-JavaScript,1051.0,2022,11,1,858000,122.49417249417249,0,0,0,0,0
5471,CY,JavaScript,2022-Q4,CY-JavaScript,1221.0,2022,12,1,858000,142.30769230769232,1,0,1,0,1
5472,CY,JavaScript,2023-Q1,CY-JavaScript,1295.0,2023,13,1,858000,150.93240093240092,1,1,1,1,1
5473,CY,JavaScript,2023-Q2,CY-JavaScript,1360.0,2023,14,1,858000,158.50815850815852,1,1,1,1,1
5474,CY,JavaScript,2023-Q3,CY-JavaScript,1354.0,2023,15,1,858000,157.80885780885782,1,1,1,1,1
5475,CY,JavaScript,2023-Q4,CY-JavaScript,1382.0,2023,16,1,858000,161.07226107226106,1,1,1,1,1
5481,CY,Python,2020-Q1,CY-Python,212.0,2020,1,1,858000,24.708624708624708,0,0,0,0,0
5482,CY,Python,2020-Q2,CY-Python,257.0,2020,2,1,858000,29.95337995337995,0,0,0,0,0
5483,CY,Python,2020-Q3,CY-Python,299.0,2020,3,1,858000,34.84848484848485,0,0,0,0,0
5484,CY,Python,2020-Q4,CY-Python,299.0,2020,4,1,858000,34.84848484848485,0,0,0,0,0
5485,CY,Python,2021-Q1,CY-Python,337.0,2021,5,1,858000,39.277389277389275,0,0,0,0,0
5486,CY,Python,2021-Q2,CY-Python,326.0,2021,6,1,858000,37.99533799533799,0,0,0,0,0
5487,CY,Python,2021-Q3,CY-Python,327.0,2021,7,1,858000,38.111888111888106,0,0,0,0,0
5488,CY,Python,2021-Q4,CY-Python,362.0,2021,8,1,858000,42.19114219114219,0,0,0,0,0
5489,CY,Python,2022-Q1,CY-Python,381.0,2022,9,1,858000,44.40559440559441,0,0,0,0,0
5490,CY,Python,2022-Q2,CY-Python,569.0,2022,10,1,858000,66.31701631701632,0,0,0,0,0
5491,CY,Python,2022-Q3,CY-Python,584.0,2022,11,1,858000,68.06526806526806,0,0,0,0,0
5492,CY,Python,2022-Q4,CY-Python,759.0,2022,12,1,858000,88.46153846153847,1,0,1,0,1
5493,CY,Python,2023-Q1,CY-Python,806.0,2023,13,1,858000,93.93939393939394,1,1,1,1,1
5494,CY,Python,2023-Q2,CY-Python,917.0,2023,14,1,858000,106.87645687645687,1,1,1,1,1
5495,CY,Python,2023-Q3,CY-Python,855.0,2023,15,1,858000,99.65034965034964,1,1,1,1,1
5496,CY,Python,2023-Q4,CY-Python,915.0,2023,16,1,858000,106.64335664335664,1,1,1,1,1
5502,CY,Java,2020-Q1,CY-Java,124.0,2020,1,1,858000,14.452214452214454,0,0,0,0,0
5503,CY,Java,2020-Q2,CY-Java,144.0,2020,2,1,858000,16.783216783216783,0,0,0,0,0
5504,CY,Java,2020-Q3,CY-Java,131.0,2020,3,1,858000,15.268065268065268,0,0,0,0,0
5505,CY,Java,2020-Q4,CY-Java,162.0,2020,4,1,858000,18.88111888111888,0,0,0,0,0
5506,CY,Java,2021-Q1,CY-Java,149.0,2021,5,1,858000,17.365967365967368,0,0,0,0,0
5507,CY,Java,2021-Q2,CY-Java,156.0,2021,6,1,858000,18.18181818181818,0,0,0,0,0
5508,CY,Java,2021-Q3,CY-Java,149.0,2021,7,1,858000,17.365967365967368,0,0,0,0,0
5509,CY,Java,2021-Q4,CY-Java,169.0,2021,8,1,858000,19.6969696969697,0,0,0,0,0
5510,CY,Java,2022-Q1,CY-Java,165.0,2022,9,1,858000,19.23076923076923,0,0,0,0,0
5511,CY,Java,2022-Q2,CY-Java,253.0,2022,10,1,858000,29.48717948717949,0,0,0,0,0
5512,CY,Java,2022-Q3,CY-Java,259.0,2022,11,1,858000,30.18648018648019,0,0,0,0,0
5513,CY,Java,2022-Q4,CY-Java,347.0,2022,12,1,858000,40.44289044289044,1,0,1,0,1
5514,CY,Java,2023-Q1,CY-Java,371.0,2023,13,1,858000,43.24009324009324,1,1,1,1,1
5515,CY,Java,2023-Q2,CY-Java,357.0,2023,14,1,858000,41.60839160839161,1,1,1,1,1
5516,CY,Java,2023-Q3,CY-Java,332.0,2023,15,1,858000,38.69463869463869,1,1,1,1,1
5517,CY,Java,2023-Q4,CY-Java,335.0,2023,16,1,858000,39.044289044289044,1,1,1,1,1
5523,CY,Ruby,2020-Q1,CY-Ruby,0.0,2020,1,1,858000,0.0,0,0,0,0,0
5524,CY,Ruby,2020-Q2,CY-Ruby,117.0,2020,2,1,858000,13.636363636363637,0,0,0,0,0
5525,CY,Ruby,2020-Q3,CY-Ruby,0.0,2020,3,1,858000,0.0,0,0,0,0,0
5526,CY,Ruby,2020-Q4,CY-Ruby,107.0,2020,4,1,858000,12.470862470862471,0,0,0,0,0
5527,CY,Ruby,2021-Q1,CY-Ruby,133.0,2021,5,1,858000,15.5011655011655,0,0,0,0,0
5528,CY,Ruby,2021-Q2,CY-Ruby,111.0,2021,6,1,858000,12.937062937062937,0,0,0,0,0
5529,CY,Ruby,2021-Q3,CY-Ruby,0.0,2021,7,1,858000,0.0,0,0,0,0,0
5530,CY,Ruby,2021-Q4,CY-Ruby,0.0,2021,8,1,858000,0.0,0,0,0,0,0
5531,CY,Ruby,2022-Q1,CY-Ruby,117.0,2022,9,1,858000,13.636363636363637,0,0,0,0,0
5532,CY,Ruby,2022-Q2,CY-Ruby,180.0,2022,10,1,858000,20.97902097902098,0,0,0,0,0
5533,CY,Ruby,2022-Q3,CY-Ruby,181.0,2022,11,1,858000,21.095571095571096,0,0,0,0,0
5534,CY,Ruby,2022-Q4,CY-Ruby,207.0,2022,12,1,858000,24.125874125874127,1,0,1,0,1
5535,CY,Ruby,2023-Q1,CY-Ruby,218.0,2023,13,1,858000,25.40792540792541,1,1,1,1,1
5536,CY,Ruby,2023-Q2,CY-Ruby,229.0,2023,14,1,858000,26.689976689976692,1,1,1,1,1
5537,CY,Ruby,2023-Q3,CY-Ruby,223.0,2023,15,1,858000,25.990675990675992,1,1,1,1,1
5538,CY,Ruby,2023-Q4,CY-Ruby,234.0,2023,16,1,858000,27.272727272727273,1,1,1,1,1
5544,CY,PHP,2020-Q1,CY-PHP,112.0,2020,1,1,858000,13.053613053613054,0,0,0,0,0
5545,CY,PHP,2020-Q2,CY-PHP,136.0,2020,2,1,858000,15.85081585081585,0,0,0,0,0
5546,CY,PHP,2020-Q3,CY-PHP,112.0,2020,3,1,858000,13.053613053613054,0,0,0,0,0
5547,CY,PHP,2020-Q4,CY-PHP,121.0,2020,4,1,858000,14.102564102564102,0,0,0,0,0
5548,CY,PHP,2021-Q1,CY-PHP,126.0,2021,5,1,858000,14.685314685314685,0,0,0,0,0
5549,CY,PHP,2021-Q2,CY-PHP,143.0,2021,6,1,858000,16.666666666666668,0,0,0,0,0
5550,CY,PHP,2021-Q3,CY-PHP,110.0,2021,7,1,858000,12.820512820512821,0,0,0,0,0
5551,CY,PHP,2021-Q4,CY-PHP,155.0,2021,8,1,858000,18.065268065268064,0,0,0,0,0
5552,CY,PHP,2022-Q1,CY-PHP,160.0,2022,9,1,858000,18.64801864801865,0,0,0,0,0
5553,CY,PHP,2022-Q2,CY-PHP,213.0,2022,10,1,858000,24.825174825174827,0,0,0,0,0
5554,CY,PHP,2022-Q3,CY-PHP,194.0,2022,11,1,858000,22.61072261072261,0,0,0,0,0
5555,CY,PHP,2022-Q4,CY-PHP,216.0,2022,12,1,858000,25.174825174825173,1,0,1,0,1
5556,CY,PHP,2023-Q1,CY-PHP,229.0,2023,13,1,858000,26.689976689976692,1,1,1,1,1
5557,CY,PHP,2023-Q2,CY-PHP,251.0,2023,14,1,858000,29.254079254079254,1,1,1,1,1
5558,CY,PHP,2023-Q3,CY-PHP,247.0,2023,15,1,858000,28.787878787878785,1,1,1,1,1
5559,CY,PHP,2023-Q4,CY-PHP,215.0,2023,16,1,858000,25.058275058275058,1,1,1,1,1
5565,CY,TypeScript,2020-Q1,CY-TypeScript,0.0,2020,1,1,858000,0.0,0,0,0,0,0
5566,CY,TypeScript,2020-Q2,CY-TypeScript,101.0,2020,2,1,858000,11.771561771561771,0,0,0,0,0
5567,CY,TypeScript,2020-Q3,CY-TypeScript,107.0,2020,3,1,858000,12.470862470862471,0,0,0,0,0
5568,CY,TypeScript,2020-Q4,CY-TypeScript,101.0,2020,4,1,858000,11.771561771561771,0,0,0,0,0
5569,CY,TypeScript,2021-Q1,CY-TypeScript,104.0,2021,5,1,858000,12.121212121212121,0,0,0,0,0
5570,CY,TypeScript,2021-Q2,CY-TypeScript,114.0,2021,6,1,858000,13.286713286713288,0,0,0,0,0
5571,CY,TypeScript,2021-Q3,CY-TypeScript,139.0,2021,7,1,858000,16.200466200466202,0,0,0,0,0
5572,CY,TypeScript,2021-Q4,CY-TypeScript,169.0,2021,8,1,858000,19.6969696969697,0,0,0,0,0
5573,CY,TypeScript,2022-Q1,CY-TypeScript,217.0,2022,9,1,858000,25.29137529137529,0,0,0,0,0
5574,CY,TypeScript,2022-Q2,CY-TypeScript,285.0,2022,10,1,858000,33.21678321678322,0,0,0,0,0
5575,CY,TypeScript,2022-Q3,CY-TypeScript,332.0,2022,11,1,858000,38.69463869463869,0,0,0,0,0
5576,CY,TypeScript,2022-Q4,CY-TypeScript,411.0,2022,12,1,858000,47.9020979020979,1,0,1,0,1
5577,CY,TypeScript,2023-Q1,CY-TypeScript,458.0,2023,13,1,858000,53.379953379953385,1,1,1,1,1
5578,CY,TypeScript,2023-Q2,CY-TypeScript,511.0,2023,14,1,858000,59.557109557109555,1,1,1,1,1
5579,CY,TypeScript,2023-Q3,CY-TypeScript,542.0,2023,15,1,858000,63.17016317016317,1,1,1,1,1
5580,CY,TypeScript,2023-Q4,CY-TypeScript,549.0,2023,16,1,858000,63.98601398601399,1,1,1,1,1
5586,CY,C#,2020-Q1,CY-C#,0.0,2020,1,1,858000,0.0,0,0,0,0,0
5587,CY,C#,2020-Q2,CY-C#,0.0,2020,2,1,858000,0.0,0,0,0,0,0
5588,CY,C#,2020-Q3,CY-C#,0.0,2020,3,1,858000,0.0,0,0,0,0,0
5589,CY,C#,2020-Q4,CY-C#,0.0,2020,4,1,858000,0.0,0,0,0,0,0
5590,CY,C#,2021-Q1,CY-C#,131.0,2021,5,1,858000,15.268065268065268,0,0,0,0,0
5591,CY,C#,2021-Q2,CY-C#,109.0,2021,6,1,858000,12.703962703962706,0,0,0,0,0
5592,CY,C#,2021-Q3,CY-C#,111.0,2021,7,1,858000,12.937062937062937,0,0,0,0,0
5593,CY,C#,2021-Q4,CY-C#,138.0,2021,8,1,858000,16.083916083916083,0,0,0,0,0
5594,CY,C#,2022-Q1,CY-C#,136.0,2022,9,1,858000,15.85081585081585,0,0,0,0,0
5595,CY,C#,2022-Q2,CY-C#,162.0,2022,10,1,858000,18.88111888111888,0,0,0,0,0
5596,CY,C#,2022-Q3,CY-C#,208.0,2022,11,1,858000,24.242424242424242,0,0,0,0,0
5597,CY,C#,2022-Q4,CY-C#,227.0,2022,12,1,858000,26.456876456876454,1,0,1,0,1
5598,CY,C#,2023-Q1,CY-C#,236.0,2023,13,1,858000,27.505827505827504,1,1,1,1,1
5599,CY,C#,2023-Q2,CY-C#,280.0,2023,14,1,858000,32.634032634032636,1,1,1,1,1
5600,CY,C#,2023-Q3,CY-C#,247.0,2023,15,1,858000,28.787878787878785,1,1,1,1,1
5601,CY,C#,2023-Q4,CY-C#,231.0,2023,16,1,858000,26.923076923076923,1,1,1,1,1
5607,CY,C++,2020-Q1,CY-C++,0.0,2020,1,1,858000,0.0,0,0,0,0,0
5608,CY,C++,2020-Q2,CY-C++,110.0,2020,2,1,858000,12.820512820512821,0,0,0,0,0
5609,CY,C++,2020-Q3,CY-C++,104.0,2020,3,1,858000,12.121212121212121,0,0,0,0,0
5610,CY,C++,2020-Q4,CY-C++,112.0,2020,4,1,858000,13.053613053613054,0,0,0,0,0
5611,CY,C++,2021-Q1,CY-C++,130.0,2021,5,1,858000,15.151515151515152,0,0,0,0,0
5612,CY,C++,2021-Q2,CY-C++,119.0,2021,6,1,858000,13.869463869463871,0,0,0,0,0
5613,CY,C++,2021-Q3,CY-C++,106.0,2021,7,1,858000,12.354312354312354,0,0,0,0,0
5614,CY,C++,2021-Q4,CY-C++,129.0,2021,8,1,858000,15.034965034965037,0,0,0,0,0
5615,CY,C++,2022-Q1,CY-C++,144.0,2022,9,1,858000,16.783216783216783,0,0,0,0,0
5616,CY,C++,2022-Q2,CY-C++,210.0,2022,10,1,858000,24.475524475524477,0,0,0,0,0
5617,CY,C++,2022-Q3,CY-C++,230.0,2022,11,1,858000,26.806526806526808,0,0,0,0,0
5618,CY,C++,2022-Q4,CY-C++,290.0,2022,12,1,858000,33.7995337995338,1,0,1,0,1
5619,CY,C++,2023-Q1,CY-C++,316.0,2023,13,1,858000,36.82983682983683,1,1,1,1,1
5620,CY,C++,2023-Q2,CY-C++,355.0,2023,14,1,858000,41.375291375291376,1,1,1,1,1
5621,CY,C++,2023-Q3,CY-C++,305.0,2023,15,1,858000,35.547785547785544,1,1,1,1,1
5622,CY,C++,2023-Q4,CY-C++,320.0,2023,16,1,858000,37.2960372960373,1,1,1,1,1
5628,CY,C,2020-Q1,CY-C,0.0,2020,1,1,858000,0.0,0,0,0,0,0
5629,CY,C,2020-Q2,CY-C,0.0,2020,2,1,858000,0.0,0,0,0,0,0
5630,CY,C,2020-Q3,CY-C,105.0,2020,3,1,858000,12.237762237762238,0,0,0,0,0
5631,CY,C,2020-Q4,CY-C,109.0,2020,4,1,858000,12.703962703962706,0,0,0,0,0
5632,CY,C,2021-Q1,CY-C,109.0,2021,5,1,858000,12.703962703962706,0,0,0,0,0
5633,CY,C,2021-Q2,CY-C,124.0,2021,6,1,858000,14.452214452214454,0,0,0,0,0
5634,CY,C,2021-Q3,CY-C,108.0,2021,7,1,858000,12.587412587412587,0,0,0,0,0
5635,CY,C,2021-Q4,CY-C,134.0,2021,8,1,858000,15.61771561771562,0,0,0,0,0
5636,CY,C,2022-Q1,CY-C,132.0,2022,9,1,858000,15.384615384615385,0,0,0,0,0
5637,CY,C,2022-Q2,CY-C,223.0,2022,10,1,858000,25.990675990675992,0,0,0,0,0
5638,CY,C,2022-Q3,CY-C,241.0,2022,11,1,858000,28.08857808857809,0,0,0,0,0
5639,CY,C,2022-Q4,CY-C,303.0,2022,12,1,858000,35.31468531468532,1,0,1,0,1
5640,CY,C,2023-Q1,CY-C,328.0,2023,13,1,858000,38.22843822843823,1,1,1,1,1
5641,CY,C,2023-Q2,CY-C,352.0,2023,14,1,858000,41.02564102564102,1,1,1,1,1
