,iso2_code,language,year_quarter,unique_id,num_pushers,year,quarter,gpt_available,population,num_pushers_pc,post1,post2,gpt_available_post1,gpt_available_post2,Treatment
0,AE,JavaScript,2020-Q1,AE-JavaScript,1734.0,2020,1,1,9446000,18.356976497988565,0,0,0,0,0
1,AE,JavaScript,2020-Q2,AE-JavaScript,2299.0,2020,2,1,9446000,24.338344272708024,0,0,0,0,0
2,AE,JavaScript,2020-Q3,AE-JavaScript,2366.0,2020,3,1,9446000,25.047639212365024,0,0,0,0,0
3,AE,JavaScript,2020-Q4,AE-JavaScript,2468.0,2020,4,1,9446000,26.127461359305524,0,0,0,0,0
4,AE,JavaScript,2021-Q1,AE-JavaScript,2544.0,2021,5,1,9446000,26.932034723692567,0,0,0,0,0
5,AE,JavaScript,2021-Q2,AE-JavaScript,2798.0,2021,6,1,9446000,29.62100359940716,0,0,0,0,0
6,AE,JavaScript,2021-Q3,AE-JavaScript,2817.0,2021,7,1,9446000,29.82214694050392,0,0,0,0,0
7,AE,JavaScript,2021-Q4,AE-JavaScript,2918.0,2021,8,1,9446000,30.89138259580775,0,0,0,0,0
8,AE,JavaScript,2022-Q1,AE-JavaScript,3541.0,2022,9,1,9446000,37.48676688545416,0,0,0,0,0
9,AE,JavaScript,2022-Q2,AE-JavaScript,3882.0,2022,10,1,9446000,41.09676053355918,0,0,0,0,0
10,AE,JavaScript,2022-Q3,AE-JavaScript,3826.0,2022,11,1,9446000,40.50391700190557,0,0,0,0,0
11,AE,JavaScript,2022-Q4,AE-JavaScript,4347.0,2022,12,1,9446000,46.01947914461147,1,0,1,0,1
12,AE,JavaScript,2023-Q1,AE-JavaScript,4593.0,2023,13,1,9446000,48.62375608723269,1,1,1,1,1
13,AE,JavaScript,2023-Q2,AE-JavaScript,4920.0,2023,14,1,9446000,52.0855388524243,1,1,1,1,1
14,AE,JavaScript,2023-Q3,AE-JavaScript,4743.0,2023,15,1,9446000,50.21172983273343,1,1,1,1,1
15,AE,JavaScript,2023-Q4,AE-JavaScript,5150.0,2023,16,1,9446000,54.52043192885878,1,1,1,1,1
21,AE,Python,2020-Q1,AE-Python,816.0,2020,1,1,9446000,8.638577175524032,0,0,0,0,0
22,AE,Python,2020-Q2,AE-Python,1282.0,2020,2,1,9446000,13.571882278213,0,0,0,0,0
23,AE,Python,2020-Q3,AE-Python,1344.0,2020,3,1,9446000,14.228244759686639,0,0,0,0,0
24,AE,Python,2020-Q4,AE-Python,1364.0,2020,4,1,9446000,14.439974592420072,0,0,0,0,0
25,AE,Python,2021-Q1,AE-Python,1461.0,2021,5,1,9446000,15.466864281177218,0,0,0,0,0
26,AE,Python,2021-Q2,AE-Python,1679.0,2021,6,1,9446000,17.774719457971628,0,0,0,0,0
27,AE,Python,2021-Q3,AE-Python,1634.0,2021,7,1,9446000,17.298327334321407,0,0,0,0,0
28,AE,Python,2021-Q4,AE-Python,1721.0,2021,8,1,9446000,18.219352106711835,0,0,0,0,0
29,AE,Python,2022-Q1,AE-Python,1817.0,2022,9,1,9446000,19.23565530383231,0,0,0,0,0
30,AE,Python,2022-Q2,AE-Python,1981.0,2022,10,1,9446000,20.971839932246453,0,0,0,0,0
31,AE,Python,2022-Q3,AE-Python,2016.0,2022,11,1,9446000,21.34236713952996,0,0,0,0,0
32,AE,Python,2022-Q4,AE-Python,2359.0,2022,12,1,9446000,24.97353377090832,1,0,1,0,1
33,AE,Python,2023-Q1,AE-Python,2576.0,2023,13,1,9446000,27.27080245606606,1,1,1,1,1
34,AE,Python,2023-Q2,AE-Python,2831.0,2023,14,1,9446000,29.970357823417316,1,1,1,1,1
35,AE,Python,2023-Q3,AE-Python,2865.0,2023,15,1,9446000,30.330298539064156,1,1,1,1,1
36,AE,Python,2023-Q4,AE-Python,3317.0,2023,16,1,9446000,35.11539275883972,1,1,1,1,1
42,AE,Java,2020-Q1,AE-Java,685.0,2020,1,1,9446000,7.251746771120051,0,0,0,0,0
43,AE,Java,2020-Q2,AE-Java,809.0,2020,2,1,9446000,8.56447173406733,0,0,0,0,0
44,AE,Java,2020-Q3,AE-Java,685.0,2020,3,1,9446000,7.251746771120051,0,0,0,0,0
45,AE,Java,2020-Q4,AE-Java,699.0,2020,4,1,9446000,7.399957654033454,0,0,0,0,0
46,AE,Java,2021-Q1,AE-Java,750.0,2021,5,1,9446000,7.939868727503705,0,0,0,0,0
47,AE,Java,2021-Q2,AE-Java,805.0,2021,6,1,9446000,8.522125767520643,0,0,0,0,0
48,AE,Java,2021-Q3,AE-Java,809.0,2021,7,1,9446000,8.56447173406733,0,0,0,0,0
49,AE,Java,2021-Q4,AE-Java,756.0,2021,8,1,9446000,8.003387677323735,0,0,0,0,0
50,AE,Java,2022-Q1,AE-Java,901.0,2022,9,1,9446000,9.538428964641119,0,0,0,0,0
51,AE,Java,2022-Q2,AE-Java,881.0,2022,10,1,9446000,9.326699131907686,0,0,0,0,0
52,AE,Java,2022-Q3,AE-Java,967.0,2022,11,1,9446000,10.237137412661443,0,0,0,0,0
53,AE,Java,2022-Q4,AE-Java,970.0,2022,12,1,9446000,10.26889688757146,1,0,1,0,1
54,AE,Java,2023-Q1,AE-Java,1093.0,2023,13,1,9446000,11.571035358882066,1,1,1,1,1
55,AE,Java,2023-Q2,AE-Java,1093.0,2023,14,1,9446000,11.571035358882066,1,1,1,1,1
56,AE,Java,2023-Q3,AE-Java,931.0,2023,15,1,9446000,9.856023713741266,1,1,1,1,1
57,AE,Java,2023-Q4,AE-Java,1042.0,2023,16,1,9446000,11.031124285411815,1,1,1,1,1
63,AE,Ruby,2020-Q1,AE-Ruby,377.0,2020,1,1,9446000,3.991107347025196,0,0,0,0,0
64,AE,Ruby,2020-Q2,AE-Ruby,763.0,2020,2,1,9446000,8.077493118780437,0,0,0,0,0
65,AE,Ruby,2020-Q3,AE-Ruby,718.0,2020,3,1,9446000,7.6011009951302135,0,0,0,0,0
66,AE,Ruby,2020-Q4,AE-Ruby,632.0,2020,4,1,9446000,6.690662714376456,0,0,0,0,0
67,AE,Ruby,2021-Q1,AE-Ruby,685.0,2021,5,1,9446000,7.251746771120051,0,0,0,0,0
68,AE,Ruby,2021-Q2,AE-Ruby,706.0,2021,6,1,9446000,7.474063095490155,0,0,0,0,0
69,AE,Ruby,2021-Q3,AE-Ruby,482.0,2021,7,1,9446000,5.102688968875714,0,0,0,0,0
70,AE,Ruby,2021-Q4,AE-Ruby,410.0,2021,8,1,9446000,4.340461571035359,0,0,0,0,0
71,AE,Ruby,2022-Q1,AE-Ruby,514.0,2022,9,1,9446000,5.441456701249206,0,0,0,0,0
72,AE,Ruby,2022-Q2,AE-Ruby,550.0,2022,10,1,9446000,5.822570400169384,0,0,0,0,0
73,AE,Ruby,2022-Q3,AE-Ruby,492.0,2022,11,1,9446000,5.208553885242431,0,0,0,0,0
74,AE,Ruby,2022-Q4,AE-Ruby,525.0,2022,12,1,9446000,5.557908109252593,1,0,1,0,1
75,AE,Ruby,2023-Q1,AE-Ruby,620.0,2023,13,1,9446000,6.5636248147363965,1,1,1,1,1
76,AE,Ruby,2023-Q2,AE-Ruby,657.0,2023,14,1,9446000,6.955325005293246,1,1,1,1,1
77,AE,Ruby,2023-Q3,AE-Ruby,595.0,2023,15,1,9446000,6.298962523819606,1,1,1,1,1
78,AE,Ruby,2023-Q4,AE-Ruby,672.0,2023,16,1,9446000,7.1141223798433195,1,1,1,1,1
84,AE,PHP,2020-Q1,AE-PHP,354.0,2020,1,1,9446000,3.747618039381749,0,0,0,0,0
85,AE,PHP,2020-Q2,AE-PHP,407.0,2020,2,1,9446000,4.308702096125344,0,0,0,0,0
86,AE,PHP,2020-Q3,AE-PHP,385.0,2020,3,1,9446000,4.075799280118568,0,0,0,0,0
87,AE,PHP,2020-Q4,AE-PHP,447.0,2020,4,1,9446000,4.7321617615922085,0,0,0,0,0
88,AE,PHP,2021-Q1,AE-PHP,389.0,2021,5,1,9446000,4.118145246665255,0,0,0,0,0
89,AE,PHP,2021-Q2,AE-PHP,440.0,2021,6,1,9446000,4.658056320135507,0,0,0,0,0
90,AE,PHP,2021-Q3,AE-PHP,434.0,2021,7,1,9446000,4.594537370315478,0,0,0,0,0
91,AE,PHP,2021-Q4,AE-PHP,455.0,2021,8,1,9446000,4.816853694685581,0,0,0,0,0
92,AE,PHP,2022-Q1,AE-PHP,543.0,2022,9,1,9446000,5.748464958712683,0,0,0,0,0
93,AE,PHP,2022-Q2,AE-PHP,594.0,2022,10,1,9446000,6.288376032182934,0,0,0,0,0
94,AE,PHP,2022-Q3,AE-PHP,555.0,2022,11,1,9446000,5.875502858352742,0,0,0,0,0
95,AE,PHP,2022-Q4,AE-PHP,611.0,2022,12,1,9446000,6.468346390006352,1,0,1,0,1
96,AE,PHP,2023-Q1,AE-PHP,607.0,2023,13,1,9446000,6.426000423459666,1,1,1,1,1
97,AE,PHP,2023-Q2,AE-PHP,689.0,2023,14,1,9446000,7.2940927376667375,1,1,1,1,1
98,AE,PHP,2023-Q3,AE-PHP,636.0,2023,15,1,9446000,6.733008680923142,1,1,1,1,1
99,AE,PHP,2023-Q4,AE-PHP,669.0,2023,16,1,9446000,7.082362904933304,1,1,1,1,1
105,AE,TypeScript,2020-Q1,AE-TypeScript,308.0,2020,1,1,9446000,3.2606394240948546,0,0,0,0,0
106,AE,TypeScript,2020-Q2,AE-TypeScript,443.0,2020,2,1,9446000,4.689815795045521,0,0,0,0,0
107,AE,TypeScript,2020-Q3,AE-TypeScript,447.0,2020,3,1,9446000,4.7321617615922085,0,0,0,0,0
108,AE,TypeScript,2020-Q4,AE-TypeScript,408.0,2020,4,1,9446000,4.319288587762016,0,0,0,0,0
109,AE,TypeScript,2021-Q1,AE-TypeScript,480.0,2021,5,1,9446000,5.081515985602372,0,0,0,0,0
110,AE,TypeScript,2021-Q2,AE-TypeScript,503.0,2021,6,1,9446000,5.325005293245818,0,0,0,0,0
111,AE,TypeScript,2021-Q3,AE-TypeScript,574.0,2021,7,1,9446000,6.0766461994495025,0,0,0,0,0
112,AE,TypeScript,2021-Q4,AE-TypeScript,670.0,2021,8,1,9446000,7.092949396569976,0,0,0,0,0
113,AE,TypeScript,2022-Q1,AE-TypeScript,786.0,2022,9,1,9446000,8.320982426423884,0,0,0,0,0
114,AE,TypeScript,2022-Q2,AE-TypeScript,902.0,2022,10,1,9446000,9.54901545627779,0,0,0,0,0
115,AE,TypeScript,2022-Q3,AE-TypeScript,999.0,2022,11,1,9446000,10.575905145034936,0,0,0,0,0
116,AE,TypeScript,2022-Q4,AE-TypeScript,1164.0,2022,12,1,9446000,12.32267626508575,1,0,1,0,1
117,AE,TypeScript,2023-Q1,AE-TypeScript,1243.0,2023,13,1,9446000,13.159009104382807,1,1,1,1,1
118,AE,TypeScript,2023-Q2,AE-TypeScript,1411.0,2023,14,1,9446000,14.937539699343638,1,1,1,1,1
119,AE,TypeScript,2023-Q3,AE-TypeScript,1478.0,2023,15,1,9446000,15.646834639000636,1,1,1,1,1
120,AE,TypeScript,2023-Q4,AE-TypeScript,1619.0,2023,16,1,9446000,17.13952995977133,1,1,1,1,1
126,AE,C#,2020-Q1,AE-C#,295.0,2020,1,1,9446000,3.1230150328181243,0,0,0,0,0
127,AE,C#,2020-Q2,AE-C#,322.0,2020,2,1,9446000,3.4088503070082576,0,0,0,0,0
128,AE,C#,2020-Q3,AE-C#,314.0,2020,3,1,9446000,3.3241583739148846,0,0,0,0,0
129,AE,C#,2020-Q4,AE-C#,352.0,2020,4,1,9446000,3.7264450561084055,0,0,0,0,0
130,AE,C#,2021-Q1,AE-C#,311.0,2021,5,1,9446000,3.29239889900487,0,0,0,0,0
131,AE,C#,2021-Q2,AE-C#,320.0,2021,6,1,9446000,3.387677323734914,0,0,0,0,0
132,AE,C#,2021-Q3,AE-C#,343.0,2021,7,1,9446000,3.6311666313783615,0,0,0,0,0
133,AE,C#,2021-Q4,AE-C#,346.0,2021,8,1,9446000,3.662926106288376,0,0,0,0,0
134,AE,C#,2022-Q1,AE-C#,397.0,2022,9,1,9446000,4.202837179758628,0,0,0,0,0
135,AE,C#,2022-Q2,AE-C#,462.0,2022,10,1,9446000,4.890959136142283,0,0,0,0,0
136,AE,C#,2022-Q3,AE-C#,428.0,2022,11,1,9446000,4.531018420495448,0,0,0,0,0
137,AE,C#,2022-Q4,AE-C#,485.0,2022,12,1,9446000,5.13444844378573,1,0,1,0,1
138,AE,C#,2023-Q1,AE-C#,535.0,2023,13,1,9446000,5.66377302561931,1,1,1,1,1
139,AE,C#,2023-Q2,AE-C#,542.0,2023,14,1,9446000,5.737878467076011,1,1,1,1,1
140,AE,C#,2023-Q3,AE-C#,537.0,2023,15,1,9446000,5.684946008892653,1,1,1,1,1
141,AE,C#,2023-Q4,AE-C#,555.0,2023,16,1,9446000,5.875502858352742,1,1,1,1,1
147,AE,C++,2020-Q1,AE-C++,238.0,2020,1,1,9446000,2.5195850095278423,0,0,0,0,0
148,AE,C++,2020-Q2,AE-C++,284.0,2020,2,1,9446000,3.0065636248147363,0,0,0,0,0
149,AE,C++,2020-Q3,AE-C++,281.0,2020,3,1,9446000,2.9748041499047218,0,0,0,0,0
150,AE,C++,2020-Q4,AE-C++,366.0,2020,4,1,9446000,3.8746559390218085,0,0,0,0,0
151,AE,C++,2021-Q1,AE-C++,382.0,2021,5,1,9446000,4.044039805208554,0,0,0,0,0
152,AE,C++,2021-Q2,AE-C++,449.0,2021,6,1,9446000,4.753334744865551,0,0,0,0,0
153,AE,C++,2021-Q3,AE-C++,375.0,2021,7,1,9446000,3.9699343637518525,0,0,0,0,0
154,AE,C++,2021-Q4,AE-C++,416.0,2021,8,1,9446000,4.403980520855388,0,0,0,0,0
155,AE,C++,2022-Q1,AE-C++,426.0,2022,9,1,9446000,4.509845437222105,0,0,0,0,0
156,AE,C++,2022-Q2,AE-C++,588.0,2022,10,1,9446000,6.224857082362905,0,0,0,0,0
157,AE,C++,2022-Q3,AE-C++,547.0,2022,11,1,9446000,5.790810925259369,0,0,0,0,0
158,AE,C++,2022-Q4,AE-C++,629.0,2022,12,1,9446000,6.658903239466441,1,0,1,0,1
159,AE,C++,2023-Q1,AE-C++,762.0,2023,13,1,9446000,8.066906627143764,1,1,1,1,1
160,AE,C++,2023-Q2,AE-C++,801.0,2023,14,1,9446000,8.479779800973956,1,1,1,1,1
161,AE,C++,2023-Q3,AE-C++,807.0,2023,15,1,9446000,8.543298750793987,1,1,1,1,1
162,AE,C++,2023-Q4,AE-C++,806.0,2023,16,1,9446000,8.532712259157316,1,1,1,1,1
168,AE,C,2020-Q1,AE-C,192.0,2020,1,1,9446000,2.0326063942409482,0,0,0,0,0
169,AE,C,2020-Q2,AE-C,232.0,2020,2,1,9446000,2.4560660597078128,0,0,0,0,0
170,AE,C,2020-Q3,AE-C,236.0,2020,3,1,9446000,2.498412026254499,0,0,0,0,0
171,AE,C,2020-Q4,AE-C,273.0,2020,4,1,9446000,2.8901122168113487,0,0,0,0,0
172,AE,C,2021-Q1,AE-C,308.0,2021,5,1,9446000,3.2606394240948546,0,0,0,0,0
173,AE,C,2021-Q2,AE-C,396.0,2021,6,1,9446000,4.192250688121956,0,0,0,0,0
174,AE,C,2021-Q3,AE-C,379.0,2021,7,1,9446000,4.012280330298539,0,0,0,0,0
175,AE,C,2021-Q4,AE-C,393.0,2021,8,1,9446000,4.160491213211942,0,0,0,0,0
176,AE,C,2022-Q1,AE-C,431.0,2022,9,1,9446000,4.562777895405463,0,0,0,0,0
177,AE,C,2022-Q2,AE-C,574.0,2022,10,1,9446000,6.0766461994495025,0,0,0,0,0
178,AE,C,2022-Q3,AE-C,570.0,2022,11,1,9446000,6.034300232902816,0,0,0,0,0
179,AE,C,2022-Q4,AE-C,668.0,2022,12,1,9446000,7.071776413296634,1,0,1,0,1
180,AE,C,2023-Q1,AE-C,853.0,2023,13,1,9446000,9.03027736608088,1,1,1,1,1
181,AE,C,2023-Q2,AE-C,871.0,2023,14,1,9446000,9.22083421554097,1,1,1,1,1
182,AE,C,2023-Q3,AE-C,951.0,2023,15,1,9446000,10.067753546474698,1,1,1,1,1
183,AE,C,2023-Q4,AE-C,986.0,2023,16,1,9446000,10.438280753758205,1,1,1,1,1
189,AE,Go,2020-Q1,AE-Go,118.0,2020,1,1,9446000,1.2492060131272495,0,0,0,0,0
190,AE,Go,2020-Q2,AE-Go,139.0,2020,2,1,9446000,1.4715223374973534,0,0,0,0,0
191,AE,Go,2020-Q3,AE-Go,122.0,2020,3,1,9446000,1.291551979673936,0,0,0,0,0
192,AE,Go,2020-Q4,AE-Go,121.0,2020,4,1,9446000,1.2809654880372645,0,0,0,0,0
193,AE,Go,2021-Q1,AE-Go,133.0,2021,5,1,9446000,1.4080033876773237,0,0,0,0,0
194,AE,Go,2021-Q2,AE-Go,140.0,2021,6,1,9446000,1.482108829134025,0,0,0,0,0
195,AE,Go,2021-Q3,AE-Go,151.0,2021,7,1,9446000,1.5985602371374126,0,0,0,0,0
196,AE,Go,2021-Q4,AE-Go,188.0,2021,8,1,9446000,1.9902604276942621,0,0,0,0,0
197,AE,Go,2022-Q1,AE-Go,240.0,2022,9,1,9446000,2.540757992801186,0,0,0,0,0
198,AE,Go,2022-Q2,AE-Go,278.0,2022,10,1,9446000,2.943044674994707,0,0,0,0,0
199,AE,Go,2022-Q3,AE-Go,287.0,2022,11,1,9446000,3.0383230997247512,0,0,0,0,0
200,AE,Go,2022-Q4,AE-Go,349.0,2022,12,1,9446000,3.694685581198391,1,0,1,0,1
201,AE,Go,2023-Q1,AE-Go,357.0,2023,13,1,9446000,3.7793775142917636,1,1,1,1,1
202,AE,Go,2023-Q2,AE-Go,362.0,2023,14,1,9446000,3.8323099724751213,1,1,1,1,1
203,AE,Go,2023-Q3,AE-Go,340.0,2023,15,1,9446000,3.599407156468346,1,1,1,1,1
204,AE,Go,2023-Q4,AE-Go,381.0,2023,16,1,9446000,4.033453313571882,1,1,1,1,1
210,AL,JavaScript,2020-Q1,AL-JavaScript,847.0,2020,1,1,2895947,29.247772835621646,0,0,0,0,0
211,AL,JavaScript,2020-Q2,AL-JavaScript,988.0,2020,2,1,2895947,34.1166464717759,0,0,0,0,0
212,AL,JavaScript,2020-Q3,AL-JavaScript,776.0,2020,3,1,2895947,26.796070508196458,0,0,0,0,0
213,AL,JavaScript,2020-Q4,AL-JavaScript,912.0,2020,4,1,2895947,31.49228905087006,0,0,0,0,0
214,AL,JavaScript,2021-Q1,AL-JavaScript,1226.0,2021,5,1,2895947,42.33502892145471,0,0,0,0,0
215,AL,JavaScript,2021-Q2,AL-JavaScript,1215.0,2021,6,1,2895947,41.95518771579728,0,0,0,0,0
216,AL,JavaScript,2021-Q3,AL-JavaScript,1006.0,2021,7,1,2895947,34.73820480830623,0,0,0,0,0
217,AL,JavaScript,2021-Q4,AL-JavaScript,922.0,2021,8,1,2895947,31.837599237831355,0,0,0,0,0
218,AL,JavaScript,2022-Q1,AL-JavaScript,1242.0,2022,9,1,2895947,42.88752522059278,0,0,0,0,0
219,AL,JavaScript,2022-Q2,AL-JavaScript,1636.0,2022,10,1,2895947,56.49274658686778,0,0,0,0,0
220,AL,JavaScript,2022-Q3,AL-JavaScript,1252.0,2022,11,1,2895947,43.23283540755408,0,0,0,0,0
221,AL,JavaScript,2022-Q4,AL-JavaScript,1222.0,2022,12,1,2895947,42.19690484667019,1,0,1,0,1
222,AL,JavaScript,2023-Q1,AL-JavaScript,1047.0,2023,13,1,2895947,36.15397657484754,1,1,1,1,1
223,AL,JavaScript,2023-Q2,AL-JavaScript,1221.0,2023,14,1,2895947,42.16237382797406,1,1,1,1,1
224,AL,JavaScript,2023-Q3,AL-JavaScript,1055.0,2023,15,1,2895947,36.430224724416576,1,1,1,1,1
225,AL,JavaScript,2023-Q4,AL-JavaScript,1111.0,2023,16,1,2895947,38.36396177139982,1,1,1,1,1
231,AL,Python,2020-Q1,AL-Python,194.0,2020,1,1,2895947,6.699017627049114,0,0,0,0,0
232,AL,Python,2020-Q2,AL-Python,218.0,2020,2,1,2895947,7.527762075756221,0,0,0,0,0
233,AL,Python,2020-Q3,AL-Python,200.0,2020,3,1,2895947,6.906203739225891,0,0,0,0,0
234,AL,Python,2020-Q4,AL-Python,212.0,2020,4,1,2895947,7.320575963579444,0,0,0,0,0
235,AL,Python,2021-Q1,AL-Python,315.0,2021,5,1,2895947,10.877270889280776,0,0,0,0,0
236,AL,Python,2021-Q2,AL-Python,314.0,2021,6,1,2895947,10.842739870584648,0,0,0,0,0
237,AL,Python,2021-Q3,AL-Python,279.0,2021,7,1,2895947,9.634154216220118,0,0,0,0,0
238,AL,Python,2021-Q4,AL-Python,211.0,2021,8,1,2895947,7.286044944883315,0,0,0,0,0
239,AL,Python,2022-Q1,AL-Python,270.0,2022,9,1,2895947,9.323375047954952,0,0,0,0,0
240,AL,Python,2022-Q2,AL-Python,390.0,2022,10,1,2895947,13.467097291490488,0,0,0,0,0
241,AL,Python,2022-Q3,AL-Python,270.0,2022,11,1,2895947,9.323375047954952,0,0,0,0,0
242,AL,Python,2022-Q4,AL-Python,294.0,2022,12,1,2895947,10.152119496662058,1,0,1,0,1
243,AL,Python,2023-Q1,AL-Python,326.0,2023,13,1,2895947,11.2571120949382,1,1,1,1,1
244,AL,Python,2023-Q2,AL-Python,377.0,2023,14,1,2895947,13.018194048440805,1,1,1,1,1
245,AL,Python,2023-Q3,AL-Python,335.0,2023,15,1,2895947,11.567891263203366,1,1,1,1,1
246,AL,Python,2023-Q4,AL-Python,326.0,2023,16,1,2895947,11.2571120949382,1,1,1,1,1
252,AL,Java,2020-Q1,AL-Java,339.0,2020,1,1,2895947,11.706015337987886,0,0,0,0,0
253,AL,Java,2020-Q2,AL-Java,354.0,2020,2,1,2895947,12.223980618429826,0,0,0,0,0
254,AL,Java,2020-Q3,AL-Java,254.0,2020,3,1,2895947,8.770878748816882,0,0,0,0,0
255,AL,Java,2020-Q4,AL-Java,227.0,2020,4,1,2895947,7.838541244021386,0,0,0,0,0
256,AL,Java,2021-Q1,AL-Java,294.0,2021,5,1,2895947,10.152119496662058,0,0,0,0,0
257,AL,Java,2021-Q2,AL-Java,374.0,2021,6,1,2895947,12.914600992352415,0,0,0,0,0
258,AL,Java,2021-Q3,AL-Java,294.0,2021,7,1,2895947,10.152119496662058,0,0,0,0,0
259,AL,Java,2021-Q4,AL-Java,254.0,2021,8,1,2895947,8.770878748816882,0,0,0,0,0
260,AL,Java,2022-Q1,AL-Java,303.0,2022,9,1,2895947,10.462898664927224,0,0,0,0,0
261,AL,Java,2022-Q2,AL-Java,525.0,2022,10,1,2895947,18.128784815467963,0,0,0,0,0
262,AL,Java,2022-Q3,AL-Java,317.0,2022,11,1,2895947,10.946332926673037,0,0,0,0,0
263,AL,Java,2022-Q4,AL-Java,283.0,2022,12,1,2895947,9.772278291004636,1,0,1,0,1
264,AL,Java,2023-Q1,AL-Java,293.0,2023,13,1,2895947,10.11758847796593,1,1,1,1,1
265,AL,Java,2023-Q2,AL-Java,361.0,2023,14,1,2895947,12.46569774930273,1,1,1,1,1
266,AL,Java,2023-Q3,AL-Java,233.0,2023,15,1,2895947,8.045727356198162,1,1,1,1,1
267,AL,Java,2023-Q4,AL-Java,388.0,2023,16,1,2895947,13.398035254098229,1,1,1,1,1
273,AL,Ruby,2020-Q1,AL-Ruby,0.0,2020,1,1,2895947,0.0,0,0,0,0,0
274,AL,Ruby,2020-Q2,AL-Ruby,152.0,2020,2,1,2895947,5.248714841811677,0,0,0,0,0
275,AL,Ruby,2020-Q3,AL-Ruby,137.0,2020,3,1,2895947,4.730749561369735,0,0,0,0,0
276,AL,Ruby,2020-Q4,AL-Ruby,152.0,2020,4,1,2895947,5.248714841811677,0,0,0,0,0
277,AL,Ruby,2021-Q1,AL-Ruby,144.0,2021,5,1,2895947,4.972466692242641,0,0,0,0,0
278,AL,Ruby,2021-Q2,AL-Ruby,184.0,2021,6,1,2895947,6.3537074400878195,0,0,0,0,0
279,AL,Ruby,2021-Q3,AL-Ruby,0.0,2021,7,1,2895947,0.0,0,0,0,0,0
280,AL,Ruby,2021-Q4,AL-Ruby,0.0,2021,8,1,2895947,0.0,0,0,0,0,0
281,AL,Ruby,2022-Q1,AL-Ruby,0.0,2022,9,1,2895947,0.0,0,0,0,0,0
282,AL,Ruby,2022-Q2,AL-Ruby,0.0,2022,10,1,2895947,0.0,0,0,0,0,0
283,AL,Ruby,2022-Q3,AL-Ruby,0.0,2022,11,1,2895947,0.0,0,0,0,0,0
284,AL,Ruby,2022-Q4,AL-Ruby,0.0,2022,12,1,2895947,0.0,1,0,1,0,1
285,AL,Ruby,2023-Q1,AL-Ruby,0.0,2023,13,1,2895947,0.0,1,1,1,1,1
286,AL,Ruby,2023-Q2,AL-Ruby,0.0,2023,14,1,2895947,0.0,1,1,1,1,1
287,AL,Ruby,2023-Q3,AL-Ruby,0.0,2023,15,1,2895947,0.0,1,1,1,1,1
288,AL,Ruby,2023-Q4,AL-Ruby,0.0,2023,16,1,2895947,0.0,1,1,1,1,1
294,AL,PHP,2020-Q1,AL-PHP,238.0,2020,1,1,2895947,8.21838244967881,0,0,0,0,0
295,AL,PHP,2020-Q2,AL-PHP,414.0,2020,2,1,2895947,14.295841740197593,0,0,0,0,0
296,AL,PHP,2020-Q3,AL-PHP,292.0,2020,3,1,2895947,10.083057459269801,0,0,0,0,0
297,AL,PHP,2020-Q4,AL-PHP,219.0,2020,4,1,2895947,7.562293094452349,0,0,0,0,0
298,AL,PHP,2021-Q1,AL-PHP,363.0,2021,5,1,2895947,12.534759786694993,0,0,0,0,0
299,AL,PHP,2021-Q2,AL-PHP,425.0,2021,6,1,2895947,14.67568294585502,0,0,0,0,0
300,AL,PHP,2021-Q3,AL-PHP,224.0,2021,7,1,2895947,7.734948187932997,0,0,0,0,0
301,AL,PHP,2021-Q4,AL-PHP,204.0,2021,8,1,2895947,7.0443278140104075,0,0,0,0,0
302,AL,PHP,2022-Q1,AL-PHP,290.0,2022,9,1,2895947,10.013995421877542,0,0,0,0,0
303,AL,PHP,2022-Q2,AL-PHP,438.0,2022,10,1,2895947,15.124586188904699,0,0,0,0,0
304,AL,PHP,2022-Q3,AL-PHP,223.0,2022,11,1,2895947,7.700417169236868,0,0,0,0,0
305,AL,PHP,2022-Q4,AL-PHP,196.0,2022,12,1,2895947,6.768079664441373,1,0,1,0,1
306,AL,PHP,2023-Q1,AL-PHP,233.0,2023,13,1,2895947,8.045727356198162,1,1,1,1,1
307,AL,PHP,2023-Q2,AL-PHP,347.0,2023,14,1,2895947,11.982263487556919,1,1,1,1,1
308,AL,PHP,2023-Q3,AL-PHP,159.0,2023,15,1,2895947,5.490431972684583,1,1,1,1,1
309,AL,PHP,2023-Q4,AL-PHP,164.0,2023,16,1,2895947,5.663087066165231,1,1,1,1,1
315,AL,TypeScript,2020-Q1,AL-TypeScript,167.0,2020,1,1,2895947,5.766680122253619,0,0,0,0,0
316,AL,TypeScript,2020-Q2,AL-TypeScript,125.0,2020,2,1,2895947,4.316377337016181,0,0,0,0,0
317,AL,TypeScript,2020-Q3,AL-TypeScript,164.0,2020,3,1,2895947,5.663087066165231,0,0,0,0,0
318,AL,TypeScript,2020-Q4,AL-TypeScript,165.0,2020,4,1,2895947,5.69761808486136,0,0,0,0,0
319,AL,TypeScript,2021-Q1,AL-TypeScript,210.0,2021,5,1,2895947,7.251513926187186,0,0,0,0,0
320,AL,TypeScript,2021-Q2,AL-TypeScript,294.0,2021,6,1,2895947,10.152119496662058,0,0,0,0,0
321,AL,TypeScript,2021-Q3,AL-TypeScript,220.0,2021,7,1,2895947,7.596824113148479,0,0,0,0,0
